"
												1 Bed
														–
2 Beds										","
												Studio
														–
3 Beds										",1 Bed,2 Beds,3 Beds,4 Beds,Bedroom_Info,City_Rent,Full_Address,Property_Name_Rent,Rent_link,State_Rent,Studio,Type,Zip_code
,,"$2,081","$2,614",,,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': '$2,081'}, {'bedroom_type': '2 Beds', 'price': '$2,614'}]",Aliso Viejo,"90 Vantis Dr, Aliso Viejo, CA 92656",Vantis,https://www.apartments.com/vantis-aliso-viejo-ca/rfxnlr2/,CA,,Apartment,92656
,,"$1,920","$2,478","$3,362",,"[{'bedroom_type': '1 Bed', 'price': '$1,920'}, {'bedroom_type': '2 Beds', 'price': '$2,478'}, {'bedroom_type': '3 Beds', 'price': '$3,362'}]",Dana Point,"56 Sea Terrace St, Dana Point, CA 92629",Seabrook at Bear Brand,https://www.apartments.com/seabrook-at-bear-brand-dana-point-ca/q5bwqxx/,CA,,Apartment,92629
,,"$1,475","$1,568",,,"[{'bedroom_type': '1 Bed', 'price': '$1,475'}, {'bedroom_type': '2 Beds', 'price': '$1,568'}]",Moreno Valley,"13292 Lasselle St, Moreno Valley, CA 92553",Legends at Rancho Belago,https://www.apartments.com/legends-at-rancho-belago-moreno-valley-ca/8hyqyz3/,CA,,Apartment,92553
,,"$1,856","$1,944",,,"[{'bedroom_type': '1 Bed', 'price': '$1,856'}, {'bedroom_type': '2 Beds', 'price': '$1,944'}]",Carlsbad,"3402 Calle Odessa, Carlsbad, CA 92009",Santa Fe Ranch,https://www.apartments.com/santa-fe-ranch-carlsbad-ca/ed6q78m/,CA,,Apartment,92009
,,"$1,717","$2,214",,,"[{'bedroom_type': '1 Bed', 'price': '$1,717'}, {'bedroom_type': '2 Beds', 'price': '$2,214'}]",San Diego,"7568 Charmant Dr, San Diego, CA 92122",Mirada at La Jolla Colony Apartments,https://www.apartments.com/mirada-at-la-jolla-colony-apartments-san-diego-ca/m8hmrek/,CA,,Apartment,92122
,,"$1,433","$1,740",,,"[{'bedroom_type': '1 Bed', 'price': '$1,433'}, {'bedroom_type': '2 Beds', 'price': '$1,740'}]",Riverside,"7600 Ambergate Pl, Riverside, CA 92504",Artessa,https://www.apartments.com/artessa-riverside-ca/52x029n/,CA,,Apartment,92504
,,"$1,777","$2,211",,,"[{'bedroom_type': '1 Bed', 'price': '$1,777'}, {'bedroom_type': '2 Beds', 'price': '$2,211'}]",San Diego,"6975 Golfcrest Dr, San Diego, CA 92119",Mission Trails Apartments San Diego,https://www.apartments.com/mission-trails-apartments-san-diego-san-diego-ca/hqhlr81/,CA,,Apartment,92119
,,"$10,500","$10,400","$22,000",,"[{'bedroom_type': '1 Bed', 'price': '$10,500'}, {'bedroom_type': '2 Beds', 'price': '$10,400'}, {'bedroom_type': '3 Beds', 'price': '$22,000'}, {'bedroom_type': '4 Beds', 'price': ''}]",Los Angeles,"10000 Santa Monica Blvd, Los Angeles, CA 90067",Ten Thousand,https://www.apartments.com/ten-thousand-los-angeles-ca/99nnsr7/,CA,,Apartment,90067
,,"$2,280","$2,540","$3,520",,"[{'bedroom_type': '1 Bed', 'price': '$2,280'}, {'bedroom_type': '2 Beds', 'price': '$2,540'}, {'bedroom_type': '3 Beds', 'price': '$3,520'}]",Carson,"21800 Avalon Blvd, Carson, CA 90745",Renaissance at City Center,https://www.apartments.com/renaissance-at-city-center-carson-ca/x2h05rm/,CA,,Apartment,90745
,,"$1,665","$1,955","$2,490",,"[{'bedroom_type': '1 Bed', 'price': '$1,665'}, {'bedroom_type': '2 Beds', 'price': '$1,955'}, {'bedroom_type': '3 Beds', 'price': '$2,490'}]",Rancho Cucamonga,"9200 Milliken Ave, Rancho Cucamonga, CA 91730",Solamonte,https://www.apartments.com/solamonte-rancho-cucamonga-ca/rxev7j0/,CA,,Apartment,91730
,,"$1,792","$1,735","$2,646",,"[{'bedroom_type': '1 Bed', 'price': '$1,792'}, {'bedroom_type': '2 Beds', 'price': '$1,735'}, {'bedroom_type': '3 Beds', 'price': '$2,646'}]",Chino Hills,"3100 Chino Hills Pky, Chino Hills, CA 91709",Missions at Chino Hills,https://www.apartments.com/missions-at-chino-hills-chino-hills-ca/yl7eqpv/,CA,,Apartment,91709
,,"$2,125","$2,243",,,"[{'bedroom_type': '1 Bed', 'price': '$2,125'}, {'bedroom_type': '2 Beds', 'price': '$2,243'}]",Anaheim,"8604 E Whitewater Dr, Anaheim, CA 92808",The Cascades,https://www.apartments.com/the-cascades-anaheim-ca/2gyyxgb/,CA,,Apartment,92808
,,"$2,453","$2,802",,,"[{'bedroom_type': '1 Bed', 'price': '$2,453'}, {'bedroom_type': '2 Beds', 'price': '$2,802'}]",Dana Point,"32762 Pointe Sutton P..., Dana Point, CA 92629",Harbor Pointe,https://www.apartments.com/harbor-pointe-dana-point-ca/4f76ebl/,CA,,Apartment,92629
,,"$1,870","$2,222",,,"[{'bedroom_type': '1 Bed', 'price': '$1,870'}, {'bedroom_type': '2 Beds', 'price': '$2,222'}]",Laguna Niguel,"29781 Niguel Rd, Laguna Niguel, CA 92677",Pointe Niguel,https://www.apartments.com/pointe-niguel-laguna-niguel-ca/f57bnzt/,CA,,Apartment,92677
,,"$4,234","$5,057","$6,128",,"[{'bedroom_type': '1 Bed', 'price': '$4,234'}, {'bedroom_type': '2 Beds', 'price': '$5,057'}, {'bedroom_type': '3 Beds', 'price': '$6,128'}]",Menlo Park,"350 Sharon Park Dr, Menlo Park, CA 94025",Sharon Green Apartments,https://www.apartments.com/sharon-green-apartments-menlo-park-ca/4mj956k/,CA,,Apartment,94025
,,"$1,695","$2,125","$2,650",,"[{'bedroom_type': '1 Bed', 'price': '$1,695'}, {'bedroom_type': '2 Beds', 'price': '$2,125'}, {'bedroom_type': '3 Beds', 'price': '$2,650'}]",Thousand Oaks,"800 St Charles Dr, Thousand Oaks, CA 91360",St. Charles Oaks Apartments,https://www.apartments.com/st-charles-oaks-apartments-thousand-oaks-ca/gzsvn2w/,CA,,Apartment,91360
,,"$2,250","$2,401",,,"[{'bedroom_type': '1 Bed', 'price': '$2,250'}, {'bedroom_type': '2 Beds', 'price': '$2,401'}]",Pasadena,"500 S Los Robles Ave, Pasadena, CA 91101",Los Robles Apartments,https://www.apartments.com/los-robles-apartments-pasadena-ca/kb69xr9/,CA,,Apartment,91101
,,"$1,359","$1,459",,,"[{'bedroom_type': '1 Bed', 'price': '$1,359'}, {'bedroom_type': '2 Beds', 'price': '$1,459'}]",Riverside,"3845 Polk St, Riverside, CA 92505",Sunstone Place,https://www.apartments.com/sunstone-place-riverside-ca/n8btjrm/,CA,,Apartment,92505
,,,"$1,944","$2,218",,"[{'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$1,944'}, {'bedroom_type': '3 Beds', 'price': '$2,218'}]",Long Beach,"5601 N Paramount Blvd, Long Beach, CA 90805",Seaport Village,https://www.apartments.com/seaport-village-long-beach-ca/36wq0ne/,CA,,Apartment,90805
,,"$1,750","$2,200",,,"[{'bedroom_type': '1 Bed', 'price': '$1,750'}, {'bedroom_type': '2 Beds', 'price': '$2,200'}]",Huntington Beach,"6242 Warner Ave, Huntington Beach, CA 92647",The Californian Apartments- HB,https://www.apartments.com/the-californian-apartments-hb-huntington-beach-ca/vxwxl8d/,CA,,Apartment,92647
,,"$1,598","$1,994",,,"[{'bedroom_type': '1 Bed', 'price': '$1,598'}, {'bedroom_type': '2 Beds', 'price': '$1,994'}]",Downey,"10000 Imperial Hwy, Downey, CA 90242",Park Regency Club,https://www.apartments.com/park-regency-club-downey-ca/b4k156b/,CA,,Apartment,90242
,,"$1,674","$1,686","$2,159",,"[{'bedroom_type': '1 Bed', 'price': '$1,674'}, {'bedroom_type': '2 Beds', 'price': '$1,686'}, {'bedroom_type': '3 Beds', 'price': '$2,159'}]",West Covina,"200 N Grand Ave, West Covina, CA 91791",The Verandas Apartments,https://www.apartments.com/the-verandas-apartments-west-covina-ca/8w3hm12/,CA,,Apartment,91791
,,"$1,973","$2,484",,,"[{'bedroom_type': 'Studio', 'price': '$1,648'}, {'bedroom_type': '1 Bed', 'price': '$1,973'}, {'bedroom_type': '2 Beds', 'price': '$2,484'}]",Long Beach,"225 W 3rd St, Long Beach, CA 90802",Sofi at 3rd,https://www.apartments.com/sofi-at-3rd-long-beach-ca/5jcjlvm/,CA,"$1,648",Apartment,90802
,,,"$4,830","$6,900",,"[{'bedroom_type': 'Studio', 'price': ''}, {'bedroom_type': '1 Bed', 'price': ''}, {'bedroom_type': '2 Beds', 'price': '$4,830'}, {'bedroom_type': '3 Beds', 'price': '$6,900'}]",Marina del Rey,"13900 Tahiti Way, Marina del Rey, CA 90292",Waves MDR Apartments,https://www.apartments.com/waves-mdr-apartments-marina-del-rey-ca/6xlrf2v/,CA,,Apartment,90292
,,"$2,396","$3,135","$3,519","$3,861","[{'bedroom_type': '1 Bed', 'price': '$2,396'}, {'bedroom_type': '2 Beds', 'price': '$3,135'}, {'bedroom_type': '3 Beds', 'price': '$3,519'}, {'bedroom_type': '4 Beds', 'price': '$3,861'}]",Burbank,"1901 N Buena Vista St, Burbank, CA 91504",Empire Landing,https://www.apartments.com/empire-landing-burbank-ca/g9zjb3x/,CA,,Apartment,91504
