1 bed,City_Rent,Type,State_Rent,Zip_code,Full_Address,Rent_link,Bath_Info,Square_Feet_Data,Square_Feet,6 beds,2 beds,4 beds,3 beds,5 beds,Studio
,Santa Clara,Houses,CA,95051,"2172 San Antonio Plz Santa Clara, CA 95051",https://www.apartments.com/2172-san-antonio-plz-santa-clara-ca/18xqgy7/,2 baths,"1,078 sq ft","1,078",,,,3475,,
,Inglewood,Houses,CA,90303,"3842 W 110th St Inglewood, CA 90303",https://www.apartments.com/3842-w-110th-st-inglewood-ca/cmge3sg/,1.5 baths,"2,100 sq ft","2,100",,2200,,,,
,Los Angeles,Houses,CA,90026,"1712 Miramar St Los Angeles, CA 90026",https://www.apartments.com/1712-miramar-st-los-angeles-ca/vj9rv5f/,1 bath,"2,100 sq ft","2,100",,,,3700,,
,Los Angeles,Houses,CA,90045,"7301 Kentwood Ave Los Angeles, CA 90045",https://www.apartments.com/7301-kentwood-ave-los-angeles-ca/bdv6sfc/,4 baths,"3,011 sq ft","3,011",,,7800,,,
1550,Menlo Park,Houses,CA,94025,"1155 Bieber Ave Menlo Park, CA 94025",https://www.apartments.com/1155-bieber-ave-menlo-park-ca/qplr5yy/,1 bath,"1,600 sq ft","1,600",,,,,,
,Redondo Beach,Houses,CA,90277,"700 Avenue B Redondo Beach, CA 90277",https://www.apartments.com/700-avenue-b-redondo-beach-ca/jvccec7/,2 baths,"1,300 sq ft","1,300",,,,4350,,
,La Quinta,Houses,CA,92253,"52030 Avenida Villa La Quinta, CA 92253",https://www.apartments.com/52030-avenida-villa-la-quinta-ca/2xcmljb/,2 baths,"1,477 sq ft","1,477",,,,4995,,
,Los Angeles,Houses,CA,90029,"4018 Fountain Ave Los Angeles, CA 90029",https://www.apartments.com/4018-fountain-ave-los-angeles-ca/yptsd6r/,1 bath,"1,100 sq ft","1,100",,,,4500,,
,Lancaster,Houses,CA,93535,"44277 Carolside Ave Lancaster, CA 93535",https://www.apartments.com/44277-carolside-ave-lancaster-ca/kxqqtyc/,2 baths,"1,306 sq ft","1,306",,,2300,,,
,Vallejo,Houses,CA,94591,"429 Grennan St Vallejo, CA 94591",https://www.apartments.com/429-grennan-st-vallejo-ca/pyz8w3t/,1 bath,"1,247 sq ft","1,247",,,2700,,,
,San Francisco,Houses,CA,94114,"3386 Market St San Francisco, CA 94114",https://www.apartments.com/3386-market-st-san-francisco-ca/xjdbs3n/,2 baths,"1,950 sq ft","1,950",,,,6200,,
,Lawndale,Houses,CA,90260,"3852 W 157th St Lawndale, CA 90260",https://www.apartments.com/3852-w-157th-st-lawndale-ca/qq65q9x/,1 bath,"1,050 sq ft","1,050",,3000,,,,
,Burbank,Houses,CA,91506,"400 S Lamer St Burbank, CA 91506",https://www.apartments.com/400-s-lamer-st-burbank-ca/mbh4hfj/,2 baths,"1,200 sq ft","1,200",,,,4500,,
,Pauma Valley,Houses,CA,92061,"32204 Wiskon Way W Pauma Valley, CA 92061",https://www.apartments.com/32204-wiskon-way-w-pauma-valley-ca/wpgbkkh/,3 baths,"2,814 sq ft","2,814",,,,5000,,
,San Diego,Houses,CA,92110,"1872 Galveston St San Diego, CA 92110",https://www.apartments.com/1872-galveston-st-san-diego-ca/3fr51ed/,2 baths,"1,600 sq ft","1,600",,,,5000,,
,Mountain View,Houses,CA,94041,"1846 Villa St Mountain View, CA 94041",https://www.apartments.com/1846-villa-st-mountain-view-ca/vhxx7nd/,1 bath,"1,000 sq ft","1,000",,,,4120,,
,Agoura Hills,Houses,CA,91301,"30745 Canwood St Agoura Hills, CA 91301",https://www.apartments.com/30745-canwood-st-agoura-hills-ca/brcyvp8/,2.5 baths,"1,482 sq ft","1,482",,,,4500,,
,Santa Monica,Houses,CA,90403,"1136 Harvard St Santa Monica, CA 90403",https://www.apartments.com/1136-harvard-st-santa-monica-ca/fh34xes/,1 bath,420 sq ft,420,,,,,,1900
,Sacramento,Houses,CA,95826,"3114 Maryknoll Ct Sacramento, CA 95826",https://www.apartments.com/3114-maryknoll-ct-sacramento-ca/45n3f6h/,1.5 baths,"1,320 sq ft","1,320",,,,2000,,
2200,Los Angeles,Houses,CA,91403,"15244 La Maida St Los Angeles, CA 91403",https://www.apartments.com/15244-la-maida-st-los-angeles-ca/4vl8hlk/,1 bath,600 sq ft,600,,,,,,
,La Quinta,Houses,CA,92253,"50192 Calle Maria La Quinta, CA 92253",https://www.apartments.com/50192-calle-maria-la-quinta-ca/4w0f60j/,2 baths,"1,700 sq ft","1,700",,,,7500,,
,Vista,Houses,CA,92081,"603 Sunset Dr Vista, CA 92081",https://www.apartments.com/603-sunset-dr-vista-ca/yn8h2fs/,1 bath,914 sq ft,914,,2595,,,,
,Milpitas,Houses,CA,95035,"54 Casper St Milpitas, CA 95035",https://www.apartments.com/54-casper-st-milpitas-ca/45kd19l/,2 baths,"1,100 sq ft","1,100",,,,3400,,
,Los Angeles,Houses,CA,90025,"2112 Federal Ave Los Angeles, CA 90025",https://www.apartments.com/2112-federal-ave-los-angeles-ca/t2esx58/,2 baths,"1,000 sq ft","1,000",,3900,,,,
,Culver City,Houses,CA,90232,"4354 Keystone Ave Culver City, CA 90232",https://www.apartments.com/4354-keystone-ave-culver-city-ca/ngfn98q/,1 bath,400 sq ft,400,,,,,,2495
,Rancho Mirage,Houses,CA,92270,"37010 Palmdale Rd Rancho Mirage, CA 92270",https://www.apartments.com/37010-palmdale-rd-rancho-mirage-ca/7twm8yw/,2 baths,"1,470 sq ft","1,470",,,,4500,,
,Palm Desert,Houses,CA,92260,"74855 Fairway Dr Palm Desert, CA 92260",https://www.apartments.com/74855-fairway-dr-palm-desert-ca/flt716t/,4 baths,"3,218 sq ft","3,218",,,10000,,,
,Monterey Park,Houses,CA,91754,"201 Barranca Dr Monterey Park, CA 91754",https://www.apartments.com/201-barranca-dr-monterey-park-ca/jydw7h5/,2 baths,"1,619 sq ft","1,619",,,,3795,,
,Los Angeles,Houses,CA,90063,"1346 N Eastern Ave Los Angeles, CA 90063",https://www.apartments.com/1346-n-eastern-ave-los-angeles-ca/2f9lzq9/,2 baths,776 sq ft,776,,2500,,,,
,Los Angeles,Houses,CA,91352,"8722 Amboy Ave Los Angeles, CA 91352",https://www.apartments.com/8722-amboy-ave-los-angeles-ca/y69441s/,2 baths,"1,604 sq ft","1,604",,,5200,,,
,San Jose,Houses,CA,95127,"11276 Chula Vista Ave San Jose, CA 95127",https://www.apartments.com/11276-chula-vista-ave-san-jose-ca/y6ht6ct/,1 bath,300 sq ft,300,,,,,,1800
,Santa Clara,Houses,CA,95050,"717 Varsi Pl Santa Clara, CA 95050",https://www.apartments.com/717-varsi-pl-santa-clara-ca/6c0cgzr/,3 baths,"1,768 sq ft","1,768",,,,,8200,
,Costa Mesa,Houses,CA,92626,"3116 Promenade Costa Mesa, CA 92626",https://www.apartments.com/3116-promenade-costa-mesa-ca/j7h7h44/,3 baths,"2,500 sq ft","2,500",,,4995,,,
,Watsonville,Houses,CA,95076,"972 McKenzie Ave Watsonville, CA 95076",https://www.apartments.com/972-mckenzie-ave-watsonville-ca/krng2gb/,2 baths,"1,240 sq ft","1,240",,,,3350,,
,South Lake Tahoe,Houses,CA,96150,"701 James Ave South Lake Tahoe, CA 96150",https://www.apartments.com/701-james-ave-south-lake-tahoe-ca/flb47xs/,2 baths,"1,150 sq ft","1,150",,,,3300,,
,Hermosa Beach,Houses,CA,90254,"501 25th St Hermosa Beach, CA 90254",https://www.apartments.com/501-25th-st-hermosa-beach-ca/qgf3khy/,4 baths,"3,500 sq ft","3,500",12000,,,,,
,Northridge,Houses,CA,91325,"8458 Darby Ave Northridge, CA 91325",https://www.apartments.com/8458-darby-ave-northridge-ca/g6trmdy/,3 baths,"2,000 sq ft","2,000",,,,,6000,
,Daly City,Houses,CA,94014,"107 Oak Ct Daly City, CA 94014",https://www.apartments.com/107-oak-ct-daly-city-ca/qy5tbpy/,2 baths,"1,200 sq ft","1,200",,,,3600,,
,Menlo Park,Houses,CA,94025,"649 Partridge Ave Menlo Park, CA 94025",https://www.apartments.com/649-partridge-ave-menlo-park-ca/657me2t/,2 baths,"1,250 sq ft","1,250",,,,3995,,
,Manhattan Beach,Houses,CA,90266,"208 Marine Ave Manhattan Beach, CA 90266",https://www.apartments.com/208-marine-ave-manhattan-beach-ca/e0deyfq/,2 baths,"1,200 sq ft","1,200",,,,6900,,
,Manteca,Houses,CA,95337,"663 Monte Casa St. Manteca, CA 95337",https://www.apartments.com/663-monte-casa-st-manteca-ca/1dpmpz6/,3.5 baths,"2,356 sq ft","2,356",,,2500,,,
,Orange,Houses,CA,92867,"851 N Orange St Orange, CA 92867",https://www.apartments.com/851-n-orange-st-orange-ca/tqly55b/,1 bath,890 sq ft,890,,3050,,,,
,Victorville,Houses,CA,92392,"9222 Goss Rd Victorville, CA 92392",https://www.apartments.com/9222-goss-rd-victorville-ca/h4cj3s1/,1 bath,700 sq ft,700,,1450,,,,
,Los Angeles,Houses,CA,90063,"1340 Volney Dr Los Angeles, CA 90063",https://www.apartments.com/1340-volney-dr-los-angeles-ca/hzv0123/,1 bath,650 sq ft,650,,2000,,,,
2995,Los Angeles,Houses,CA,90025,"11321 Mississippi Ave Los Angeles, CA 90025",https://www.apartments.com/11321-mississippi-ave-los-angeles-ca/e56egvm/,1 bath,650 sq ft,650,,,,,,
,La Quinta,Houses,CA,92253,"51830 Avenida Villa La Quinta, CA 92253",https://www.apartments.com/51830-avenida-villa-la-quinta-ca/klwfq3c/,2 baths,"1,260 sq ft","1,260",,,6900,,,
,Santa Monica,Houses,CA,90404,"1527 18th St Santa Monica, CA 90404",https://www.apartments.com/1527-18th-st-santa-monica-ca/f66043r/,1 bath,"1,100 sq ft","1,100",,,,4300,,
,San Jose,Houses,CA,95117,"3558 Ban Ct San Jose, CA 95117",https://www.apartments.com/3558-ban-ct-san-jose-ca/p00g4wt/,3 baths,"2,349 sq ft","2,349",,,4650,,,
,Oakland,Houses,CA,94619,"4401 Masterson St Oakland, CA 94619",https://www.apartments.com/4401-masterson-st-oakland-ca/tkye4gb/,1 bath,325 sq ft,325,,,,,,1350
900,San Francisco,Houses,CA,94112,"399 Ellington Ave San Francisco, CA 94112",https://www.apartments.com/399-ellington-ave-san-francisco-ca/r1wg1v3/,2 baths,180 sq ft,180,,,,,,
,Pasadena,Houses,CA,91105,"40 Arlington Dr Pasadena, CA 91105",https://www.apartments.com/40-arlington-dr-pasadena-ca/gz35dgx/,1 bath,"1,400 sq ft","1,400",,,,3150,,
,San Francisco,Houses,CA,94110,"2840 Bryant St San Francisco, CA 94110",https://www.apartments.com/2840-bryant-st-san-francisco-ca/l7n1xpd/,1 bath,"2,048 sq ft","2,048",,,,4995,,
,San Francisco,Houses,CA,94122,"1466 15th Ave San Francisco, CA 94122",https://www.apartments.com/1466-15th-ave-san-francisco-ca/qd8emmz/,1 bath,"1,250 sq ft","1,250",,,,4000,,
1695,Los Angeles,Houses,CA,91344,"12360 Jolette Ave Los Angeles, CA 91344",https://www.apartments.com/12360-jolette-ave-los-angeles-ca/rftdc20/,1 bath,420 sq ft,420,,,,,,
,Santa Monica,Houses,CA,90404,"1915 Arizona Ave Santa Monica, CA 90404",https://www.apartments.com/1915-arizona-ave-santa-monica-ca/ygwxtxr/,1 bath,"1,000 sq ft","1,000",,4000,,,,
,Santa Monica,Houses,CA,90404,"1257 19th St Santa Monica, CA 90404",https://www.apartments.com/1257-19th-st-santa-monica-ca/3thd5le/,1 bath,"1,300 sq ft","1,300",,5500,,,,
,Simi Valley,Houses,CA,93063,"7846 Lilac Ln Simi Valley, CA 93063",https://www.apartments.com/7846-lilac-ln-simi-valley-ca/wpjg04h/,2 baths,"1,354 sq ft","1,354",,3495,,,,
,El Segundo,Houses,CA,90245,"1437 E Maple Ave El Segundo, CA 90245",https://www.apartments.com/1437-e-maple-ave-el-segundo-ca/p1tez7t/,2.5 baths,"2,700 sq ft","2,700",,,5700,,,
,Sunnyvale,Houses,CA,94089,"910 Lakewood Dr Sunnyvale, CA 94089",https://www.apartments.com/910-lakewood-dr-sunnyvale-ca/j3xy117/,2 baths,"1,108 sq ft","1,108",,,,3850,,
,Manhattan Beach,Houses,CA,90266,"341 6th St Manhattan Beach, CA 90266",https://www.apartments.com/341-6th-st-manhattan-beach-ca/m181cpk/,2 baths,"1,394 sq ft","1,394",,,,6750,,
2195,Los Angeles,Houses,CA,91364,"5133 Medina Rd Los Angeles, CA 91364",https://www.apartments.com/5133-medina-rd-los-angeles-ca/fkp9z3s/,1 bath,600 sq ft,600,,,,,,
1795,Woodland Hills,Houses,CA,91367,"5718 Comanche Ave Woodland Hills, CA 91367",https://www.apartments.com/5718-comanche-ave-woodland-hills-ca/scwe407/,1 bath,560 sq ft,560,,,,,,
,Redondo Beach,Houses,CA,90277,"700 North Irena Avenue Redondo Beach, CA 90277",https://www.apartments.com/700-north-irena-avenue-redondo-beach-ca/f2p0d3v/,2 baths,"2,010 sq ft","2,010",,,,7920,,
,San Diego,Houses,CA,92109,"832 Ormond Ct San Diego, CA 92109",https://www.apartments.com/832-ormond-ct-san-diego-ca/dyt2lql/,3 baths,"2,000 sq ft","2,000",,,,10000,,
,Milpitas,Houses,CA,95035,"617 Printy Ave Milpitas, CA 95035",https://www.apartments.com/617-printy-ave-milpitas-ca/1qlqzl4/,3 baths,"2,071 sq ft","2,071",,,4335,,,
,Newark,Houses,CA,94560,"39146 Ebbetts St Newark, CA 94560",https://www.apartments.com/39146-ebbetts-st-newark-ca/4bhd3bl/,3 baths,"1,781 sq ft","1,781",,,3800,,,
,Los Angeles,Houses,CA,90045,"5970 W 79th St Los Angeles, CA 90045",https://www.apartments.com/5970-w-79th-st-los-angeles-ca/ceqp77g/,3 baths,"4,500 sq ft","4,500",,,9000,,,
1650,Richmond,Houses,CA,94801,"623 21st St Richmond, CA 94801",https://www.apartments.com/623-21st-st-richmond-ca/cy0l6re/,1 bath,450 sq ft,450,,,,,,
,Los Angeles,Houses,CA,90027,"3808 Franklin Ave Los Angeles, CA 90027",https://www.apartments.com/3808-franklin-ave-los-angeles-ca/b8getl9/,4.5 baths,"3,219 sq ft","3,219",,,10800,,,
,West Hollywood,Houses,CA,90069,"811 N Sweetzer Ave West Hollywood, CA 90069",https://www.apartments.com/811-n-sweetzer-ave-west-hollywood-ca/cm3ntlf/,1.5 baths,"1,100 sq ft","1,100",,7500,,,,
,Daly City,Houses,CA,94014,"369 Winchester St Daly City, CA 94014",https://www.apartments.com/369-winchester-st-daly-city-ca/rd39lm1/,1 bath,500 sq ft,500,,2200,,,,
,Tarzana,Houses,CA,91335,"18400 Jovan St Tarzana, CA 91335",https://www.apartments.com/18400-jovan-st-tarzana-ca/yq9538s/,1 bath,498 sq ft,498,,2200,,,,
,Los Angeles,Houses,CA,90018,"1935 W 36th Pl Los Angeles, CA 90018",https://www.apartments.com/1935-w-36th-pl-los-angeles-ca/66h4c9v/,2 baths,"1,025 sq ft","1,025",,,,2995,,
,Los Angeles,Houses,CA,90066,"12567 McCune Ave Los Angeles, CA 90066",https://www.apartments.com/12567-mccune-ave-los-angeles-ca/lt831wg/,1.5 baths,"1,250 sq ft","1,250",,5000,,,,
,Granada Hills,Houses,CA,91344,"16749 Los Alimos St Granada Hills, CA 91344",https://www.apartments.com/16749-los-alimos-st-granada-hills-ca/t9d6nt8/,1 bath,380 sq ft,380,,,,,,1700
,San Francisco,Houses,CA,94122,"1714 34th Ave San Francisco, CA 94122",https://www.apartments.com/1714-34th-ave-san-francisco-ca/ylvqrnr/,1.5 baths,"1,150 sq ft","1,150",,4000,,,,
,San Jose,Houses,CA,95118,"5649 Rotterdam Ln San Jose, CA 95118",https://www.apartments.com/5649-rotterdam-ln-san-jose-ca/5x940yp/,1.5 baths,"1,200 sq ft","1,200",,,,4100,,
1650,Compton,Houses,CA,90220,"220 W Cocoa St Compton, CA 90220",https://www.apartments.com/220-w-cocoa-st-compton-ca/kfdmnec/,1 bath,900 sq ft,900,,,,,,
,Topanga,Houses,CA,90290,"100 Pawnee Ln Topanga, CA 90290",https://www.apartments.com/100-pawnee-ln-topanga-ca/frf4xyr/,1 bath,"1,650 sq ft","1,650",,5500,,,,
,Los Angeles,Houses,CA,90024,"10479 Wilkins Ave Los Angeles, CA 90024",https://www.apartments.com/10479-wilkins-ave-los-angeles-ca/dzxn07l/,6.5 baths,"3,991 sq ft","3,991",17995,,,,,
,San Francisco,Houses,CA,94122,"1570 23rd Ave San Francisco, CA 94122",https://www.apartments.com/1570-23rd-ave-san-francisco-ca/lsd444e/,2 baths,"1,170 sq ft","1,170",,,,4200,,
,San Jose,Houses,CA,95111,"3019 Angeloni Pl San Jose, CA 95111",https://www.apartments.com/3019-angeloni-pl-san-jose-ca/cjrbn3d/,2.5 baths,"1,811 sq ft","1,811",,,,,4000,
,Pittsburg,Houses,CA,94565,"4126 Brookside Dr Pittsburg, CA 94565",https://www.apartments.com/4126-brookside-dr-pittsburg-ca/g6d9p0x/,2 baths,"1,600 sq ft","1,600",,,,3300,,
,Fremont,Houses,CA,94538,"42763 Peachwood St Fremont, CA 94538",https://www.apartments.com/42763-peachwood-st-fremont-ca/60l321v/,1 bath,"1,000 sq ft","1,000",,,,3500,,
,Granada Hills,Houses,CA,91344,"11840 Highwater Rd Granada Hills, CA 91344",https://www.apartments.com/11840-highwater-rd-granada-hills-ca/6hg623r/,3 baths,"3,000 sq ft","3,000",,,,,4500,
2200,Newark,Houses,CA,94560,"6379 Marguerite Dr Newark, CA 94560",https://www.apartments.com/6379-marguerite-dr-newark-ca/p70b6zv/,1 bath,900 sq ft,900,,,,,,
,San Diego,Houses,CA,92113,"736 Jewell Dr San Diego, CA 92113",https://www.apartments.com/736-jewell-dr-san-diego-ca/emt8pgq/,2 baths,"1,530 sq ft","1,530",,,4800,,,
,Los Angeles,Houses,CA,90041,"1401 Eagle Vista Dr Los Angeles, CA 90041",https://www.apartments.com/1401-eagle-vista-dr-los-angeles-ca/86741f3/,3.5 baths,"2,292 sq ft","2,292",,,,7000,,
,Vallejo,Houses,CA,94590,"119 Contra Costa St Vallejo, CA 94590",https://www.apartments.com/119-contra-costa-st-vallejo-ca/t9hfps9/,1 bath,630 sq ft,630,,2300,,,,
,Los Angeles,Houses,CA,90032,"4921 Ithaca Ave Los Angeles, CA 90032",https://www.apartments.com/4921-ithaca-ave-los-angeles-ca/q69qbty/,1 bath,660 sq ft,660,,,,3000,,
,Canoga Park,Houses,CA,91304,"7706 Glassport Ave Canoga Park, CA 91304",https://www.apartments.com/7706-glassport-ave-canoga-park-ca/dll04nh/,2 baths,"1,500 sq ft","1,500",,,,4150,,
2450,Encino,Houses,CA,91436,"16809 Moorpark St Encino, CA 91436",https://www.apartments.com/16809-moorpark-st-encino-ca/62pt3cr/,1 bath,800 sq ft,800,,,,,,
,San Francisco,Houses,CA,94124,"16 Lydia Ave San Francisco, CA 94124",https://www.apartments.com/16-lydia-ave-san-francisco-ca/sxqqb27/,1 bath,320 sq ft,320,,1850,,,,
,Fremont,Houses,CA,94536,"35539 Mission Blvd Fremont, CA 94536",https://www.apartments.com/35539-mission-blvd-fremont-ca/hh5b2w0/,2 baths,"1,000 sq ft","1,000",,,,3200,,
2890,Pacifica,Houses,CA,94044,"780 Rockaway Beach Ave Pacifica, CA 94044",https://www.apartments.com/780-rockaway-beach-ave-pacifica-ca/nrjlenq/,1 bath,500 sq ft,500,,,,,,
,Los Angeles,Houses,CA,91423,"4079 Woodman Cyn Los Angeles, CA 91423",https://www.apartments.com/4079-woodman-cyn-los-angeles-ca/qt6cqtz/,2 baths,"1,166 sq ft","1,166",,,,9500,,
2250,Los Angeles,Houses,CA,90019,"901 5th Ave Los Angeles, CA 90019",https://www.apartments.com/901-5th-ave-los-angeles-ca/1y2pqw5/,2 baths,370 sq ft,370,,,,,,
1985,Los Angeles,Houses,CA,90034,"3284 Veteran Ave Los Angeles, CA 90034",https://www.apartments.com/3284-veteran-ave-los-angeles-ca/nz3w0sq/,1 bath,116 sq ft,116,,,,,,
,San Jose,Houses,CA,95148,"3287 Ruffino Ln San Jose, CA 95148",https://www.apartments.com/3287-ruffino-ln-san-jose-ca/bzbdv4c/,4 baths,"3,953 sq ft","3,953",,,,,5995,
,Los Angeles,Houses,CA,91423,"3715 Oakfield Dr Los Angeles, CA 91423",https://www.apartments.com/3715-oakfield-dr-los-angeles-ca/cx5xvvf/,2 baths,"1,900 sq ft","1,900",,5750,,,,
,La Crescenta-Montrose,Houses,CA,91214,"2832 Los Olivos Ln La Crescenta-Montrose, CA 91214",https://www.apartments.com/2832-los-olivos-ln-la-crescenta-montrose-ca/nnkes3n/,1 bath,525 sq ft,525,,,,,,1900
,Mountain View,Houses,CA,94041,"482 View St Mountain View, CA 94041",https://www.apartments.com/482-view-st-mountain-view-ca/3yh7dzf/,1 bath,810 sq ft,810,,3500,,,,
,Desert Hot Springs,Houses,CA,92240,"9122 Silver Star Ave Desert Hot Springs, CA 92240",https://www.apartments.com/9122-silver-star-ave-desert-hot-springs-ca/w7g51zj/,2 baths,"2,200 sq ft","2,200",,,,2500,,
,Redondo Beach,Houses,CA,90277,"109 N Irena Ave Redondo Beach, CA 90277",https://www.apartments.com/109-n-irena-ave-redondo-beach-ca/qwc7g3y/,3.5 baths,"1,650 sq ft","1,650",,,,7500,,
,Tujunga,Houses,CA,91042,"10858 Plainview Ave Tujunga, CA 91042",https://www.apartments.com/10858-plainview-ave-tujunga-ca/yx3cl7r/,2 baths,"1,278 sq ft","1,278",,,,4500,,
,Los Angeles,Houses,CA,90066,"3909 McLaughlin Ave Los Angeles, CA 90066",https://www.apartments.com/3909-mclaughlin-ave-los-angeles-ca/9wdvk06/,2 baths,"1,400 sq ft","1,400",,3800,,,,
,Malibu,Houses,CA,90265,"3440 Shoreheights Dr Malibu, CA 90265",https://www.apartments.com/3440-shoreheights-dr-malibu-ca/t2j5d9c/,3 baths,"3,000 sq ft","3,000",,,,12950,,
,Sacramento,Houses,CA,95822,"2330 51st Ave Sacramento, CA 95822",https://www.apartments.com/2330-51st-ave-sacramento-ca/39n8zmf/,2 baths,"1,224 sq ft","1,224",,,,2400,,
,Sacramento,Houses,CA,95815,"260 El Camino Ave Sacramento, CA 95815",https://www.apartments.com/260-el-camino-ave-sacramento-ca/y9gfq5r/,2 baths,"2,200 sq ft","2,200",,,2500,,,
,Glendale,Houses,CA,91214,"3426 Montrose Ave Glendale, CA 91214",https://www.apartments.com/3426-montrose-ave-glendale-ca/kxxmst9/,2.5 baths,"1,340 sq ft","1,340",,,,3600,,
,Los Angeles,Houses,CA,91343,"8959 Sophia Ave Los Angeles, CA 91343",https://www.apartments.com/8959-sophia-ave-los-angeles-ca/t3wlwvc/,2 baths,"1,325 sq ft","1,325",,,,4000,,
,Woodland Hills,Houses,CA,91364,"4420 San Blas Ave Woodland Hills, CA 91364",https://www.apartments.com/4420-san-blas-ave-woodland-hills-ca/br1hkt8/,1 bath,485 sq ft,485,,,,,,2500
,Lathrop,Houses,CA,95330,"16211 Sedona Ln Lathrop, CA 95330",https://www.apartments.com/16211-sedona-ln-lathrop-ca/p58b4gt/,3 baths,"2,044 sq ft","2,044",,,2800,,,
,Redwood City,Houses,CA,94061,"555 Redwood Ave Redwood City, CA 94061",https://www.apartments.com/555-redwood-ave-redwood-city-ca/0g5dh73/,2 baths,"1,336 sq ft","1,336",,,,4600,,
,Lakeport,Houses,CA,95453,"3677 Lakeshore Blvd Lakeport, CA 95453",https://www.apartments.com/3677-lakeshore-blvd-lakeport-ca/gbll35z/,2 baths,"1,500 sq ft","1,500",,,,2200,,
,Menlo Park,Houses,CA,94025,"1110 Madera Ave Menlo Park, CA 94025",https://www.apartments.com/1110-madera-ave-menlo-park-ca/mec6p1j/,1 bath,"1,040 sq ft","1,040",,,,3700,,
